ID,Job_ID,Titel,Yrke,Beskrivning,Ort,Arbetsgivare
recqCIukt0dxQIVyB,24427177,Serviceassistenter inom vården,"Undersköterska, hemtjänst och äldreboende",Serviceassistenter inom vården,Örnsköldsviks kommun,Örnsköldsviks kommun
recqZIk5LZ48CnxJl,24429492,Undersköterska till hemtjänsten,"Undersköterska, hemtjänst och äldreboende",Undersköterska till hemtjänsten,Förenade Care,Förenade Care AB
recqZMUKgKghSIwmP,24435075,"Skötare till akuta teamet, Psykiatrisk mottagning, Kramfors",Skötare,"Skötare till akuta teamet, Psykiatrisk mottagning, Kramfors",Region Västernorrland,REGION VÄSTERNORRLAND
recqalLxT0akAoEkp,24433146,Undersköterskor till kommunal verksamhet i Östersund med start omgående!,"Undersköterska, hemtjänst och äldreboende",Undersköterskor till kommunal verksamhet i Östersund med start omgående!,Vårdkuriren AB,Vårdkuriren AB
recqeMYeI1J3FyEh7,24426499,MSB Sandö söker lärarvikarie inom olika befattningar,Brandbefäl/Räddningsledare/Insatsledare,MSB Sandö söker lärarvikarie inom olika befattningar,Myndigheten för samhällsskydd och beredskap,Myndigheten För Samhällsskydd och Beredskap (Msb
recqh0ACyZFYKE2cr,24306741,Systemutvecklare till Sundsvall,Systemutvecklare/Programmerare,Systemutvecklare till Sundsvall,Försäkringskassan,Försäkringskassan
recqlwfQhCMmVJt32,24440131,Sommarjobb inom Folktandvården Västernorrland,Tandsköterska,Sommarjobb inom Folktandvården Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
recqpb6JvPfZhv5N7,24415873,Tävlingsmänniska? Abonnenta söker taggade Eventsäljare!,Eventsäljare/Eventförsäljare,Tävlingsmänniska? Abonnenta söker taggade Eventsäljare!,Abonnenta AB,A 95 Consulting AB
recqyp1Tc3lpJa9t2,24436288,Divisionschef område Kirurgi,"Verksamhetschef, hälso- och sjukvård",Divisionschef område Kirurgi,Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
recr0WUMuj2YCQWjj,24389042,Bemanningsundersköterska i Sundsvall,"Undersköterska, hemtjänst och äldreboende",Bemanningsundersköterska i Sundsvall,PersonalExpressen,PersonalExpressen AB
recr59AyR7192vsDg,24442066,Undersköterska/Vårdare till mobila teamet hemtjänst,"Undersköterska, hemtjänst och äldreboende",Undersköterska/Vårdare till mobila teamet hemtjänst,"Välfärdsförvaltningen, Ordinärt boende",Örnsköldsviks kommun
recr9znEgxgeWdy1U,24432331,"Personlig assistent, Häggenås",Personlig assistent,"Personlig assistent, Häggenås",A-Assistans,A-Assistans Leimir AB
recrA0cwQ2SeuONJ1,24432413,Två vikarierande underläkare i barn- och ungdomsmedicin vid Östersunds sjuk,Läkare,Två vikarierande underläkare i barn- och ungdomsmedicin vid Östersunds sjuk,"Region Jämtland Härjedalen, Område Barn och ungdomsmedicin",REGION JÄMTLAND HÄRJEDALEN
recrUhdiwqQLwn10T,24420700,Högakustenskolan söker lärare till mellanstadiet,"Lärare i grundskolan, årskurs 4-6",Högakustenskolan söker lärare till mellanstadiet,"Kramfors kommun, Bildningsförvaltningen",Kramfors kommun
recrZN2JQOL5CL5nJ,24430407,Javautvecklare till Frontwalker Sundsvall,Mjukvaruutvecklare,Javautvecklare till Frontwalker Sundsvall,Professionals Nord Rekrytering AB,Professionals Nord Rekrytering AB
recrZOHkoPmfsXOW2,24442702,Vi söker undersköterskor till Östersunds Hälsocentraler,"Undersköterska, vård- o specialavd. o mottagning",Vi söker undersköterskor till Östersunds Hälsocentraler,"Region Jämtland Härjedalen, VO Östersund ",REGION JÄMTLAND HÄRJEDALEN
recraqDxNnvW7PEL0,24409598,"ST-läkare Länsverksamhet Psykiatri, Örnsköldsvik",ST-läkare,"ST-läkare Länsverksamhet Psykiatri, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recrfKAhdGskkEEQ4,24425523,Säljare Östersund,Utesäljare,Säljare Östersund,SECTOR ALARM AB,Sector Alarm AB
recrq3zheDpbkXAST,24419716,Undersköterskor välkomnas till akutmottagningen sommaren 2021!,"Undersköterska, vård- o specialavd. o mottagning",Undersköterskor välkomnas till akutmottagningen sommaren 2021!,Område Akutvård,REGION JÄMTLAND HÄRJEDALEN
recrrP2IcOkg6jpV5,24423622,Säljare Örnsköldsvik,"Butikssäljare, fackhandel",Säljare Örnsköldsvik,Elgiganten AB,Elgiganten AB
recs5n8Fq6rxHtFep,24423509,Vikariat med kort varsel inom stöd och omsorg,"Undersköterska, hemtjänst och äldreboende",Vikariat med kort varsel inom stöd och omsorg,"Ragunda kommun, Stöd- och omsorg",Ragunda kommun
recsN2KjIYDateLTg,24435346,"Undersköterska sommarvikariat till Lungavdelningen, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Lungavdelningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recsQIp4MZn0CVLiF,24316249,Sköterskor sökes till Krokom för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Krokom för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recsUkEJYjORTuFIn,24422001,Undersköterska/Vårdare till hemtjänsten Sund/Svedjeholmen,"Undersköterska, hemtjänst och äldreboende",Undersköterska/Vårdare till hemtjänsten Sund/Svedjeholmen,"Välfärdsförvaltningen, Ordinärt boende, Svedjeholmen",Örnsköldsviks kommun
recsVWf5pRsDhOSlo,24427406,"Sjuksköterska till strokeavdelning 25, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till strokeavdelning 25, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recsZdG1dJlxmnm0G,24430080,Vattenfall Services rekryterar i Västernorrland och Jämtland!,"Linjemontör, elkraft",Vattenfall Services rekryterar i Västernorrland och Jämtland!,Hammarstrand,Vattenfall AB
recsbSeSjaIsA8rHm,24430066,Vattenfall Services rekryterar i Västernorrland och Jämtland!,"Linjemontör, elkraft",Vattenfall Services rekryterar i Västernorrland och Jämtland!,Sollefteå ,Vattenfall AB
recsh7VPjQhEwQCju,24441031,Bilintresserade säljare,"Butikssäljare/Medarbetare, dagligvaror",Bilintresserade säljare,Sundsvalls Bildemontering AB,Sundsvalls Bildemontering AB
recskNPtb6rkdCbgN,24402000,Säljare med förbokade kunder i Falkenberg. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Falkenberg. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recsqVMCIFPCldyU3,24410337,"Sjuksköterskor till Ortopedavdelningen, Östersunds sjukhus","Sjuksköterska, grundutbildad","Sjuksköterskor till Ortopedavdelningen, Östersunds sjukhus",Område Ortopedi,REGION JÄMTLAND HÄRJEDALEN
recsqufEKymnoXg3i,24449840,Kundservicemedarbetare till Östersund!,Kundtjänstmedarbetare,Kundservicemedarbetare till Östersund!,StudentConsulting,Studentconsulting Sweden AB (Publ)
rect37LnuUEB3jEnN,24420006,Vi välkomnar sjuksköterskor till akutmottagningen sommaren 2021!,"Sjuksköterska, grundutbildad",Vi välkomnar sjuksköterskor till akutmottagningen sommaren 2021!,Område Akutvård,REGION JÄMTLAND HÄRJEDALEN
rectGkSDQ4eeqpMgb,24448919,"Systemutvecklare till uppdrag i Gävle, Sundsvall och Östersund ",Mjukvaruutvecklare,"Systemutvecklare till uppdrag i Gävle, Sundsvall och Östersund ",Experis IT,Experis AB
rectOj0wsHgCTglmQ,24443327,Sjuksköterska välkomnas till neonatalavdelningen sommaren 2021!,"Sjuksköterska, grundutbildad",Sjuksköterska välkomnas till neonatalavdelningen sommaren 2021!,Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
rectVT6vNjg2CyhHS,24439931,Sjuksköterskor välkomnas till kirurgienheten,"Sjuksköterska, grundutbildad",Sjuksköterskor välkomnas till kirurgienheten,"Region Jämtland Härjedalen, Område Kirurgi",REGION JÄMTLAND HÄRJEDALEN
rectVTz3RiyR1LrgF,24445706,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Account manager,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Ramudden AB,Ramudden AB
rectZwHBinIiDl8f1,24436205," Vi söker en säljare till NHC - Sweden, Timrå",Utesäljare," Vi söker en säljare till NHC - Sweden, Timrå",Northern Hall & Cover Sweden AB,Northern Hall and Cover Sweden AB
rectbLpeevGaw8buC,24411231,Sjuksköterska sökes för bemanningsuppdrag 2021 ,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Östersund,Viva Bemanning AB
rectcFeUFyGyRONJW,24412970,HSE assistent,Arbetsmiljöingenjör,HSE assistent,Poolia Umeå AB,Poolia Sverige AB
rectcjU458JrjBhXR,24401804,Säljare med förbokade kunder i Skara. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Skara. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
rectmItHw8qYT4bnJ,24210311,Ekonomiadministratör med produktionssamordning till TFS i Östersund,Ekonomiassistent,Ekonomiadministratör med produktionssamordning till TFS i Östersund,Amendo ,Amendo Bemanning & Rekrytering AB
recttK06YtdOQpV2W,24374734,Sköterskor sökes till Hammarstrand för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Hammarstrand för antikroppstestning av Covid-19,Vaccina,Vaccina AB
rectyML86YS3VXOCd,24435515,AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,"Sjuksköterska, grundutbildad",AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,AnnSam - Östersund,Annsam AB
rectyoQnnux98z4AL,24411263,Sjuksköterska sökes för bemanningsuppdrag 2021 ,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Sollefteå,Viva Bemanning AB
recu3cgqjufkeDy1b,24447979,Lärare med behörighet i musik,"Lärare i grundskolan, årskurs 4-6",Lärare med behörighet i musik,KROKOMS KOMMUN,Krokoms kommun
recu4mcVpoTfZTmZO,24437534,Sveriges bästa sjuksköterska sökes,"Sjuksköterska, grundutbildad",Sveriges bästa sjuksköterska sökes,Magnifiq Kompetens,Palmelind Konsult AB
recuEwQYjzycMHdFH,24438871,Vi söker en personlig assistent till 7-årig tjej. 2064,Personlig assistent,Vi söker en personlig assistent till 7-årig tjej. 2064,STORSJÖBYGDENS PERSONLIGA ASSISTANS AB,Storsjöbygdens Personliga Assistans AB
recuUslk522gAj32D,24408386,Socialsekreterare till Individ- och Familjeomsorgen/Barn och familj ,Socialsekreterare,Socialsekreterare till Individ- och Familjeomsorgen/Barn och familj ,KROKOMS KOMMUN,Krokoms kommun
recugGW0HldNoKsv2,24445389,"Underläkare medicinkliniken, Sundsvall",Läkare,"Underläkare medicinkliniken, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recuhEekda6Yu8yA8,24439203,"Undersköterska, sommarvikariat, Ortopedavdelning, Örnsköldsvik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Ortopedavdelning, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recuipyRQqoxKQ1Tk,24402125,Säljare i Härnösand med förbokade kundmöten,Hemförsäljare,Säljare i Härnösand med förbokade kundmöten,Clean cloud AB,Clean cloud AB
recurDwB9f6xQDDWp,24446871,Trä- och betongarbetare,"Träarbetare, gruva",Trä- och betongarbetare,Skanska Sverige AB - Hus Norr,Skanska Sverige AB
recuvPnOFHOYqQVKW,24420370,"Verksamhetsanalytiker, Region Västernorrland",Verksamhetsanalytiker,"Verksamhetsanalytiker, Region Västernorrland",Region Västernorrland,REGION VÄSTERNORRLAND
recuzoUtTC0d8xqKr,24436565,Neurointerventionist till trombektomiverksamhet Sundsvall,Läkare,Neurointerventionist till trombektomiverksamhet Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recv17ql6XaeAToK9,24165099,Personal till Timrå Pizzeria,Köksbiträde,Personal till Timrå Pizzeria,Al-Sanuri Hassan,"Al-Sanuri, Hassan"
recv2TK3CRURJVGhs,24401765,Säljare med förbokade kunder i Strömsund. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Strömsund. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recvRgcstqSGcqa4k,24402146,Säljare i Sollefteå med förbokade kundmöten,Hemförsäljare,Säljare i Sollefteå med förbokade kundmöten,Clean cloud AB,Clean cloud AB
recvmIR6oOxQ66Fpj,24420394,Systemutvecklare till Telias DevOps-team,Systemutvecklare/Programmerare,Systemutvecklare till Telias DevOps-team,Academic Work,Academic Work Sweden AB
recvnbrSAI6pmhZ64,24435724,Sjuksköterska till Strokeavdelning,"Sjuksköterska, grundutbildad",Sjuksköterska till Strokeavdelning,Magnifiq Kompetens,Palmelind Konsult AB
recvniN27vzYUlugb,24411254,Sjuksköterska sökes för bemanningsuppdrag 2021 ,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Timrå,Viva Bemanning AB
recvsjFfZVZFO6xtf,24437836,"Sjuksköterska sökes till medicinavdelning, Östersund","Sjuksköterska, grundutbildad","Sjuksköterska sökes till medicinavdelning, Östersund",Ofelia Vård AB,Ofelia Vård AB
recw3Z8WsWdRYAPPW,24406862,Intresseanmälan för timvikariat som sjuksköterska och distriktssköterska ,"Sjuksköterska, grundutbildad",Intresseanmälan för timvikariat som sjuksköterska och distriktssköterska ,Bergs kommun,Bergs kommun
recw5tBHjA6x3vQ7u,24347866,Kund och verksamhetsintresserad systemutvecklare till Cybercom Östersund,Systemutvecklare/Programmerare,Kund och verksamhetsintresserad systemutvecklare till Cybercom Östersund,Cybercom Sweden & Denmark,Cybercom Sweden AB
recwFRdOmkV3yTvLE,24450446,Specialistvården Campus söker Operationssjuksköterska,Operationssjuksköterska,Specialistvården Campus söker Operationssjuksköterska,"Region Jämtland Härjedalen, Ortopedi",REGION JÄMTLAND HÄRJEDALEN
recwGmSynLlQWBZ0o,24423469,"Sjuksköterska till Länsverksamhet Psykiatri avd 51, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till Länsverksamhet Psykiatri avd 51, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recwOJuQXciNmed6p,24419316,Personlig assistent sökes till man i Östersund! ,Personlig assistent,Personlig assistent sökes till man i Östersund! ,Humana AB,Humana AB
recwSPPZEKyFm2SsT,24402184,Vikariat med kort varsel till förskolan,Barnskötare,Vikariat med kort varsel till förskolan,"Ragunda kommun, Barn- och utbildning",Ragunda kommun
recwTtgtNGncJPSLm,24347836,Developer JAVA till Cybercom Östersund,Systemutvecklare/Programmerare,Developer JAVA till Cybercom Östersund,Cybercom Sweden & Denmark,Cybercom Sweden AB
recwYhBgCeIUIbEhs,24394511,Framtidens säljare,Utesäljare,Framtidens säljare,Energihem i Sverige AB,Energihem i Sverige AB
recwmdYmH5d6OMNu9,24426973,"Tandsköterska till Specialisttandvården, avdelningen för pedodonti",Tandsköterska,"Tandsköterska till Specialisttandvården, avdelningen för pedodonti","Region Jämtland Härjedalen, Område Folktandvården",REGION JÄMTLAND HÄRJEDALEN
recwvT7q5Tq35Uqh1,24437290,Medicinsk sekreterare välkomnas till akutmottagningen sommaren 2021!,Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,Medicinsk sekreterare välkomnas till akutmottagningen sommaren 2021!,Område Akutvård,REGION JÄMTLAND HÄRJEDALEN
recwyeXjstuiPHJdE,24414733,"Sjuksköterska Sommarvikariat Rättspsykiatriska Regionkliniken, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska Sommarvikariat Rättspsykiatriska Regionkliniken, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recx1w4cAYxaU9fi0,24395981,Distriktssköterska till äldreomsorgen i Jämtland!,Distriktssköterska,Distriktssköterska till äldreomsorgen i Jämtland!,Stellacura AB,StellaCura AB
recx8HHhPrW5B7i2E,24401958,Säljare med förbokade kunder i Klippan. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Klippan. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recxGvjnzG58N7h6n,24350039,Gymnasielärare Teknik/Fysik/Kemi och Matematik Impius Örnsköldsvik,Lärare i gymnasiet,Gymnasielärare Teknik/Fysik/Kemi och Matematik Impius Örnsköldsvik,Hampnäs gymnasium/Impius vård och utbildning AB,Impius Vård och Utbildning AB
recxI5CCcoLCwfhYd,24414970,Klara söker sjuksköterskor till vårdavdelning i Sundsvall,"Sjuksköterska, grundutbildad",Klara söker sjuksköterskor till vårdavdelning i Sundsvall,Klara D AB,Klara D AB
recxJXQCABDAMQRes,24439251,"Sjuksköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik","Sjuksköterska, grundutbildad","Sjuksköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recxLVNJbciPKfklg,24444293,Underläkare till Lungkliniken i Sundsvall,Läkare,Underläkare till Lungkliniken i Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recxLdjtIYUDWCuO2,24438089,Utvecklingssamordnare Västernorrlands besöksnäring,"Handläggare/Utredare, offentlig förvaltning",Utvecklingssamordnare Västernorrlands besöksnäring,Region Västernorrland,REGION VÄSTERNORRLAND
recxNi2VJ3NeIQdso,24425404,"Undersköterska sommarvikariat till Kirurgavdelning 15A, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Kirurgavdelning 15A, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recxOmmCFnbc1HrKV,24437683,Vi välkomnar sjuksköterskor till akutmottagningen!,"Sjuksköterska, grundutbildad",Vi välkomnar sjuksköterskor till akutmottagningen!,Område Akutvård,REGION JÄMTLAND HÄRJEDALEN
recxRIbsqKYsNtPlY,24411671,Flerspråkig Kuntjänstmedarbetare till Woolpower,Kundtjänstmedarbetare,Flerspråkig Kuntjänstmedarbetare till Woolpower,Min Byrå,Min Byrå i Jämtland AB
recxVMp8Ns9jLpSrQ,24443566,Barn- och ungdomspsykiatrin välkomnar en psykolog till BUP:s mottagning,Psykolog,Barn- och ungdomspsykiatrin välkomnar en psykolog till BUP:s mottagning,"Region Jämtland Härjedalen, Område Barn och unga vuxna",REGION JÄMTLAND HÄRJEDALEN
recxcLU9aWWDvOjvR,24420224,"Sjuksköterska till Onkologi avd 13, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till Onkologi avd 13, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recxfgTCiXHC498hD,24411232,Sjuksköterska sökes för bemanningsuppdrag 2021 ,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Örnsköldsvik,Viva Bemanning AB
recxfzviXAi4fOPww,24438570,"Undersköterska, sommarvikariat, IVA, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, IVA, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recxhcnt0scjA0aDN,24417903,Personliga Assistenter,Personlig assistent,Personliga Assistenter,Inre Kraft i Norr AB,Inre Kraft i Norr AB
recxps9Dz1c7Qtfnm,24412392,Tävlingsmänniska? Abonnenta söker Sundsvalls mest taggade Eventsäljare!,Eventsäljare/Eventförsäljare,Tävlingsmänniska? Abonnenta söker Sundsvalls mest taggade Eventsäljare!,Abonneta AB,A 95 Consulting AB
recxqK7clrGFKNhNu,24432488,Vill du jobba med kundsupport på soliga Kreta?,Kundtjänstmedarbetare,Vill du jobba med kundsupport på soliga Kreta?,AB Bemanningskontoret,AB Bemanningskontoret Rt i Sverige
recxs7gsZG8NpIcfZ,24439560,Projektör/byggledare med bredbandssamordnardel,"Projekteringsingenjör, el-tele och elektronik",Projektör/byggledare med bredbandssamordnardel,"Ragunda kommun, Samhällsbyggnad",Ragunda kommun
recxvA6zbLqhgv0ad,24401773,Säljare med förbokade kunder i Köping. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Köping. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recy1X2CAdyEiBg8n,24345603,Matlagningsglad till STF Storliens Fjällgård,"Kock, à la carte",Matlagningsglad till STF Storliens Fjällgård,STF Storliens Fjällgård,Storlienservice AB
recySAPrO0YjXKInH,24424830,Mockfjärds Fönster söker montageföretag till Västernorrland,Träarbetare/Snickare,Mockfjärds Fönster söker montageföretag till Västernorrland,Mockfjärds,Mockfjärds Fönster AB
recySyUcjUXA5IBdu,24372752,ST-läkare till Barn- och ungdomspsykiatrisk verksamhet (BUP).,ST-läkare,ST-läkare till Barn- och ungdomspsykiatrisk verksamhet (BUP).,"Region Jämtland Härjedalen, Område Barn och unga vuxna",REGION JÄMTLAND HÄRJEDALEN
recyUhr1b9rFk51AY,24431750,LASTBILSFÖRARE,Bygg- och anläggningsförare,LASTBILSFÖRARE,Altins Trafik AB,Altins Trafik AB
recyfshlyFqyBuIdz,24406191,"Sjuksköterska till blod, mage, njuravdelning i Östersund","Sjuksköterska, grundutbildad","Sjuksköterska till blod, mage, njuravdelning i Östersund",Centric Care AB,Centric Care AB
recygquQOGu3zfH5X,24433581,Leg. sjuksköterskor till kommunal hälso- och sjukvård i Härnösands kommun,"Sjuksköterska, grundutbildad",Leg. sjuksköterskor till kommunal hälso- och sjukvård i Härnösands kommun,AdatoCare AB,AdatoCare AB
recyjoNT9lDJ6NzhG,24427853,Kommunikationsansvarig,Informatör/Kommunikatör,Kommunikationsansvarig,Kommunförbundet Västernorrland,Kommunförbundet Västernorrland
recyyXtj15iKVKm32,24439931,Sjuksköterskor välkomnas till kirurgienheten,"Sjuksköterska, grundutbildad",Sjuksköterskor välkomnas till kirurgienheten,"Region Jämtland Härjedalen, Område Kirurgi",REGION JÄMTLAND HÄRJEDALEN
recz2vMpBNFhLm7BB,24440467,Vi söker två sjuksköterskor till Funäsdalens & Svegs Hälsocentraler,"Sjuksköterska, grundutbildad",Vi söker två sjuksköterskor till Funäsdalens & Svegs Hälsocentraler,"Region Jämtland Härjedalen, VO Härjedalen",REGION JÄMTLAND HÄRJEDALEN
recz8TgjE1Pf36h48,24439035,Sveriges Bästa Läkare Sökes,Läkare,Sveriges Bästa Läkare Sökes,Magnifiq Kompetens,Palmelind Konsult AB
reczAIYjE2UoFS2ns,24432959,Sjuksköterska till hud- och STI-mottagningen Östersunds sjukhus,"Sjuksköterska, grundutbildad",Sjuksköterska till hud- och STI-mottagningen Östersunds sjukhus,"Region Jämtland Härjedalen, Hud",REGION JÄMTLAND HÄRJEDALEN
reczK2yNzWkvtx4wt,24440130,Sommarjobb inom Folktandvården Västernorrland,Tandsköterska,Sommarjobb inom Folktandvården Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
reczOHtBxpRs9KvT8,24416187,Personlig Tränare och Site Responsible Sundsvall på Fitness24seven,Kundtjänstmedarbetare,Personlig Tränare och Site Responsible Sundsvall på Fitness24seven,Fitness24seven,Happyr AB
reczVmIe9n3OWjtkV,24441678,Undersköterskor sökes till Trosa för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Trosa för antikroppstestning av Covid-19,Vaccina,Vaccina AB
reczfaHObNOh3EgRn,24427395,Sveriges bästa undersköterska,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens,Palmelind Konsult AB
reczgvjxuZMXRJfvR,24394380,Framtidens säljare,Utesäljare,Framtidens säljare,Energihem i Sverige AB,Energihem i Sverige AB
reczj0MvLSIKWsqLT,24422278,Undersköterska till Demensavdelningen Sveg ,"Undersköterska, hemtjänst och äldreboende",Undersköterska till Demensavdelningen Sveg ,Härjedalens kommun,Härjedalens kommun
reczjn6CIo50BEaTK,24444453,Sjuksköterska till infektionskliniken i Sundsvall,"Sjuksköterska, grundutbildad",Sjuksköterska till infektionskliniken i Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
reczm8LZ5fiPVx2Ml,24393792,Lärare med behörighet i fritidshem till Hissmoskolan,Lärare i fritidshem/Fritidspedagog,Lärare med behörighet i fritidshem till Hissmoskolan,KROKOMS KOMMUN,Krokoms kommun
reczxQsLslluMCtaf,24427698,"Arbetsterapeut till Arbetsterapin/Sjukgymnastiken, Östersunds Sjukhus",Arbetsterapeut,"Arbetsterapeut till Arbetsterapin/Sjukgymnastiken, Östersunds Sjukhus",Område Ortopedi,REGION JÄMTLAND HÄRJEDALEN
